1,-3.1878,55.94440,-3.1875,55.9444,null
2,-3.1875,55.944430,-3.1872401923788645,55.94455,only.fairly.rift
3,-3.1872401923788645,55.94455200,-3.1875221001651,55.944447393957,null
4,-3.1875221001651,55.944447393957190,-3.187817542491004,55.9443952995037,thank.salsa.brain
5,-3.187817542491004,55.9443952995037300,-3.187667542491004,55.94413549188256,null
6,-3.187667542491004,55.94413549188256300,-3.187517542491004,55.94387568426143,begins.spider.drips
7,-3.187517542491004,55.9438756842614310,-3.1872221001651,55.94392777871473,null
8,-3.1872221001651,55.9439277787147310,-3.186926657839196,55.94397987316803,renew.ears.tend
9,-3.186926657839196,55.9439798731680310,-3.1866312155132923,55.944031967621335,lime.learns.front
10,-3.1866312155132923,55.94403196762133510,-3.1863357731873885,55.94408406207464,null
11,-3.1863357731873885,55.9440840620746440,-3.1861059598544528,55.94427689835754,organs.shape.fantastic
12,-3.1861059598544528,55.94427689835754290,-3.186003353811455,55.943994990571305,null
13,-3.186003353811455,55.943994990571305290,-3.1859007477684576,55.94371308278507,record.sofa.sock
14,-3.1859007477684576,55.94371308278507240,-3.1860507477684576,55.94345327516393,null
15,-3.1860507477684576,55.94345327516393240,-3.1862007477684577,55.9431934675428,null
16,-3.1862007477684577,55.9431934675428240,-3.186350747768458,55.942933659921664,hers.banks.goat
17,-3.186350747768458,55.942933659921664150,-3.1866105553895934,55.94308365992166,null
18,-3.1866105553895934,55.94308365992166160,-3.186892463175829,55.94318626596466,null
19,-3.186892463175829,55.94318626596466150,-3.1871522707969646,55.94333626596466,scale.chair.kinds
20,-3.1871522707969646,55.94333626596466230,-3.1873451070798704,55.943106452631724,null
21,-3.1873451070798704,55.943106452631724220,-3.187574920412806,55.94291361634882,panic.squad.danger
22,-3.187574920412806,55.94291361634882160,-3.187856828199042,55.94301622239182,null
23,-3.187856828199042,55.94301622239182160,-3.1881387359852775,55.94311882843482,null
24,-3.1881387359852775,55.94311882843482150,-3.188398543606413,55.94326882843482,null
25,-3.188398543606413,55.94326882843482160,-3.1886804513926488,55.94337143447782,system.speak.guard
26,-3.1886804513926488,55.94337143447782210,-3.1889402590137843,55.94322143447782,null
27,-3.1889402590137843,55.94322143447782220,-3.18917007234672,55.943028598194914,region.passes.pencil
28,-3.18917007234672,55.943028598194914130,-3.189362908629626,55.94325841152785,rents.cone.stove
29,-3.189362908629626,55.94325841152785120,-3.189512908629626,55.943518219148984,cars.attend.hotels
30,-3.189512908629626,55.943518219148984210,-3.1897727162507614,55.94336821914899,null
