1,-3.1878,55.9444,110,-3.187902606042998,55.94468190778624,hurt.green.filer
2,-3.187902606042998,55.94468190778624,240,-3.188052606042998,55.944422100165106,null
3,-3.188052606042998,55.944422100165106,240,-3.188202606042998,55.94416229254397,rush.crown.link
4,-3.188202606042998,55.94416229254397,290,-3.1881000000000004,55.94388038475773,null
5,-3.1881000000000004,55.94388038475773,290,-3.1879973939570028,55.943598476971495,scare.cubs.resort
6,-3.1879973939570028,55.943598476971495,0,-3.1876973939570026,55.943598476971495,null
7,-3.1876973939570026,55.943598476971495,0,-3.1873973939570024,55.943598476971495,shut.stands.media
8,-3.1873973939570024,55.943598476971495,310,-3.1872045576740966,55.94336866363856,scale.chair.kinds
9,-3.1872045576740966,55.94336866363856,230,-3.1873973939570024,55.94313885030562,null
10,-3.1873973939570024,55.94313885030562,230,-3.187590230239908,55.94290903697269,panic.squad.danger
11,-3.187590230239908,55.94290903697269,140,-3.187820043572844,55.94310187325559,null
12,-3.187820043572844,55.94310187325559,140,-3.1880498569057796,55.9432947095385,null
13,-3.1880498569057796,55.9432947095385,140,-3.1882796702387153,55.943487545821405,null
14,-3.1882796702387153,55.943487545821405,150,-3.188539477859851,55.9436375458214,null
15,-3.188539477859851,55.9436375458214,140,-3.1887692911927865,55.94383038210431,null
16,-3.1887692911927865,55.94383038210431,150,-3.189029098813922,55.94398038210431,noted.friday.jams
17,-3.189029098813922,55.94398038210431,120,-3.189179098813922,55.94424018972544,spoon.invest.every
18,-3.189179098813922,55.94424018972544,220,-3.189408912146858,55.944047353442535,null
19,-3.189408912146858,55.944047353442535,230,-3.1896017484297636,55.9438175401096,burn.spot.across
20,-3.1896017484297636,55.9438175401096,130,-3.1897945847126694,55.944047353442535,cliff.asleep.wedge
21,-3.1897945847126694,55.944047353442535,210,-3.190054392333805,55.94389735344254,null
22,-3.190054392333805,55.94389735344254,220,-3.1902842056667406,55.94370451715963,sculpture.shot.melon
23,-3.1902842056667406,55.94370451715963,290,-3.190181599623743,55.94342260937339,arts.dish.scarcely
24,-3.190181599623743,55.94342260937339,210,-3.1904414072448786,55.943272609373395,null
25,-3.1904414072448786,55.943272609373395,210,-3.190701214866014,55.9431226093734,relate.chill.vest
26,-3.190701214866014,55.9431226093734,190,-3.190996657191918,55.943070514920095,else.urban.museum
27,-3.190996657191918,55.943070514920095,120,-3.191146657191918,55.94333032254123,meal.feed.large
28,-3.191146657191918,55.94333032254123,40,-3.1909168438589823,55.943523158824135,null
